,PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
893,12238805,Effectiveness of teaching methods for toothbrushing in preschool children,"Leal SC, Bezerra AC, de Toledo OA.",Braz Dent J. 2002;13(2):133-6. doi: 10.1590/s0103-64402002000200011.,Leal SC,Braz Dent J,2002,2002/09/20,,,10.1590/s0103-64402002000200011
894,15977318,Old and new controversies in the alternative treatment of attention-deficit hyperactivity disorder,"Rojas NL, Chan E.",Ment Retard Dev Disabil Res Rev. 2005;11(2):116-30. doi: 10.1002/mrdd.20064.,Rojas NL,Ment Retard Dev Disabil Res Rev,2005,2005/06/25,,,10.1002/mrdd.20064
895,15758896,"Lead poisoning associated with use of litargirio--Rhode Island, 2003",Centers for Disease Control and Prevention (CDC).,MMWR Morb Mortal Wkly Rep. 2005 Mar 11;54(9):227-9.,Centers for Disease Control and Prevention (CDC),MMWR Morb Mortal Wkly Rep,2005,2005/03/11,,,
896,36862414,Association of Brain Microstructure and Functional Connectivity With Cognitive Outcomes and Postnatal Growth Among Early School-Aged Children Born With Extremely Low Birth Weight,"Kim SY, Kim EK, Song H, Cheon JE, Kim BN, Kim HS, Shin SH.",JAMA Netw Open. 2023 Mar 1;6(3):e230198. doi: 10.1001/jamanetworkopen.2023.0198.,Kim SY,JAMA Netw Open,2023,2023/03/02,PMC9982697,,10.1001/jamanetworkopen.2023.0198
897,28954133,"Epidemiological profile of care for violence in public urgency and emergency services in Brazilian capital, Viva 2014","Souto RMCV, Barufaldi LA, Nico LS, Freitas MG.",Cien Saude Colet. 2017 Sep;22(9):2811-2823. doi: 10.1590/1413-81232017229.13342017.,Souto RMCV,Cien Saude Colet,2017,2017/09/28,,,10.1590/1413-81232017229.13342017
898,25773121,Comparison of Munsell(®) color chart assessments with primary schoolchildren's self-reported skin color,"Wright CY, Reeder AI, Gray AR, Hammond VA.",Skin Res Technol. 2015 Nov;21(4):459-65. doi: 10.1111/srt.12215. Epub 2015 Mar 12.,Wright CY,Skin Res Technol,2015,2015/03/17,,,10.1111/srt.12215
899,10360772,Chromatic sensitive epilepsy: a variant of photosensitive epilepsy,"Tobimatsu S, Zhang YM, Tomoda Y, Mitsudome A, Kato M.",Ann Neurol. 1999 Jun;45(6):790-3. doi: 10.1002/1531-8249(199906)45:6<790::aid-ana14>3.0.co;2-7.,Tobimatsu S,Ann Neurol,1999,1999/06/09,,,10.1002/1531-8249(199906)45:6<790::aid-ana14>3.0.co;2-7
900,30340502,"Initial assessment, level of care and outcome among children who were seen by emergency medical services: a prospective observational study","Magnusson C, Herlitz J, Karlsson T, Axelsson C.",Scand J Trauma Resusc Emerg Med. 2018 Oct 19;26(1):88. doi: 10.1186/s13049-018-0560-8.,Magnusson C,Scand J Trauma Resusc Emerg Med,2018,2018/10/21,PMC6194577,,10.1186/s13049-018-0560-8
901,12876015,Color correction and automating repetitive tasks,Taylor GA.,AJR Am J Roentgenol. 2003 Aug;181(2):383-6. doi: 10.2214/ajr.181.2.1810383.,Taylor GA,AJR Am J Roentgenol,2003,2003/07/24,,,10.2214/ajr.181.2.1810383
902,23142939,An algorithmic approach to the management of limb ischemia in infants and young children,"Downey C, Aliu O, Nemir S, Naik-Mathuria B, Hatef DA, Bullocks JM, Friedman JD.",Plast Reconstr Surg. 2013 Mar;131(3):573-581. doi: 10.1097/PRS.0b013e31827c6e66.,Downey C,Plast Reconstr Surg,2013,2012/11/13,,,10.1097/PRS.0b013e31827c6e66
903,1987722,Usefulness of color-flow Doppler in diagnosing and in differentiating supracristal ventricular septal defect from right ventricular outflow tract obstruction,"Ludomirsky A, Tani L, Murphy DJ, Huhta JC.",Am J Cardiol. 1991 Jan 15;67(2):194-8. doi: 10.1016/0002-9149(91)90444-p.,Ludomirsky A,Am J Cardiol,1991,1991/01/15,,,10.1016/0002-9149(91)90444-p
904,37953184,The relationship between the intestinal microbiome and body mass index in children with cystic fibrosis,"Bernard R, Shilts MH, Strickland BA, Boone HH, Payne DC, Brown RF, Edwards K, Das SR, Nicholson MR.",J Cyst Fibros. 2024 Mar;23(2):242-251. doi: 10.1016/j.jcf.2023.11.002. Epub 2023 Nov 11.,Bernard R,J Cyst Fibros,2024,2023/11/12,PMC11480998,NIHMS2026573,10.1016/j.jcf.2023.11.002
905,23568299,[Access to medicines in the public sector: analysis of users of the Brazilian Unified National Health System],"Boing AC, Bertoldi AD, Boing AF, Bastos JL, Peres KG.",Cad Saude Publica. 2013 Apr;29(4):691-701.,Boing AC,Cad Saude Publica,2013,2013/04/10,,,
906,26675604,Critical care for patients with congenital abnormalities of the coronary arteries,"Flores S, Moore RA, Statile CJ, Michelfelder EC, Wanstrath SG, Knilans TK, Morales DL, Cooper DS.",Cardiol Young. 2015 Dec;25(8):1561-6. doi: 10.1017/S104795111500205X.,Flores S,Cardiol Young,2015,2015/12/18,,,10.1017/S104795111500205X
907,11323776,Urachal remnants in asymptomatic children: gray-scale and color Doppler sonographic findings,"Ozbek SS, Pourbagher MA, Pourbagher A.",J Clin Ultrasound. 2001 May;29(4):218-22. doi: 10.1002/jcu.1023.,Ozbek SS,J Clin Ultrasound,2001,2001/04/27,,,10.1002/jcu.1023
908,22189660,Comparison of color doppler US and CT portography in evaluating portal hypertension in children,"Adaletli I, Bariş S, Gülşen G, Kurugoglu S, Kantarci F, Mihmanli I, Şenyüz OF.",South Med J. 2012 Jan;105(1):6-10. doi: 10.1097/SMJ.0b013e31823cfae2.,Adaletli I,South Med J,2012,2011/12/23,,,10.1097/SMJ.0b013e31823cfae2
909,3554735,Aging and human macular pigment density. Appended with translations from the work of Max Schultze and Ewald Hering,"Werner JS, Donnelly SK, Kliegl R.",Vision Res. 1987;27(2):257-68. doi: 10.1016/0042-6989(87)90188-x.,Werner JS,Vision Res,1987,1987/01/01,,,10.1016/0042-6989(87)90188-x
910,37193364,Intraoperative molecular imaging: 3rd biennial clinical trials update,"Bou-Samra P, Muhammad N, Chang A, Karsalia R, Azari F, Kennedy G, Stummer W, Tanyi J, Martin L, Vahrmeijer A, Smith B, Rosenthal E, Wagner P, Rice D, Lee A, Abdelhafeez A, Malek MM, Kohanbash G, Barry Edwards W, Henderson E, Skjøth-Rasmussen J, Orosco R, Gibbs S, Farnam RW, Shankar L, Sumer B, Kumar ATN, Marcu L, Li L, Greuv V, Delikatny EJ, Lee JYK, Singhal S.",J Biomed Opt. 2023 May;28(5):050901. doi: 10.1117/1.JBO.28.5.050901. Epub 2023 May 13.,Bou-Samra P,J Biomed Opt,2023,2023/05/16,PMC10182831,,10.1117/1.JBO.28.5.050901
911,25074981,Influence of skin colour on diagnostic accuracy of the jaundice meter JM 103 in newborns,"Samiee-Zafarghandy S, Feberova J, Williams K, Yasseen AS, Perkins SL, Lemyre B.",Arch Dis Child Fetal Neonatal Ed. 2014 Nov;99(6):F480-4. doi: 10.1136/archdischild-2013-305699. Epub 2014 Jul 29.,Samiee-Zafarghandy S,Arch Dis Child Fetal Neonatal Ed,2014,2014/07/31,,,10.1136/archdischild-2013-305699
912,15344902,Transcranial color-coded Doppler ultrasonography for evaluation of children with hydrocephalus,"de Oliveira RS, Machado HR.",Neurosurg Focus. 2003 Oct 15;15(4):ECP3. doi: 10.3171/foc.2003.15.4.9.,de Oliveira RS,Neurosurg Focus,2003,2004/09/04,,,10.3171/foc.2003.15.4.9
913,16251618,Season and ethnicity are determinants of serum 25-hydroxyvitamin D concentrations in New Zealand children aged 5-14 y,"Rockell JE, Green TJ, Skeaff CM, Whiting SJ, Taylor RW, Williams SM, Parnell WR, Scragg R, Wilson N, Schaaf D, Fitzgerald ED, Wohlers MW.",J Nutr. 2005 Nov;135(11):2602-8. doi: 10.1093/jn/135.11.2602.,Rockell JE,J Nutr,2005,2005/10/28,,,10.1093/jn/135.11.2602
914,33789227,Biographies of international women leaders in neurosurgery,"Casillo SM, Venkatesh A, Muthiah N, Agarwal N, Scott T, Romani R, Fernández LL, Aristizabal S, Ginalis EE, Ozair A, Bhat V, Faruqi A, Bajaj A, Sonkar AA, Ikeda DS, Chiocca EA, Lonser RR, Sutton TE, McGregor JM, Rea GL, Schunemann VA, Ngwenya LB, Marlin ES, Porensky PN, Shaikhouni A, Huntoon K, Dornbos D, Shaw AB, Powers CJ, Gluski JM, Culver LG, Goodwin AM, Ham S, Marupudi NI, Bhat DI, Berry KM, Wu EM, Wang MY.",Neurosurg Focus. 2021 Mar;50(3):E19. doi: 10.3171/2021.1.FOCUS201096.,Casillo SM,Neurosurg Focus,2021,2021/03/31,,,10.3171/2021.1.FOCUS201096
915,29364154,"Parental Attitudes, Behaviors, and Barriers to School Readiness among Parents of Low-Income Latino Children","Peterson J, Bruce J, Patel N, Chamberlain LJ.",Int J Environ Res Public Health. 2018 Jan 24;15(2):188. doi: 10.3390/ijerph15020188.,Peterson J,Int J Environ Res Public Health,2018,2018/01/25,PMC5857047,,10.3390/ijerph15020188
916,19857347,The history of the development of paediatric echocardiography,"Mahle WT, John JB, Silverman NH.",Cardiol Young. 2009 Nov;19 Suppl 2:26-34. doi: 10.1017/S1047951109991594.,Mahle WT,Cardiol Young,2009,2009/10/28,,,10.1017/S1047951109991594
917,28009411,Systematic screening of Retinopathy in Diabetes (REaD project): an Italian implementation campaign,"Porta M, Boscia F, Lanzetta P, Mannucci E, Menchini U, Simonelli F.",Eur J Ophthalmol. 2017 Mar 10;27(2):179-184. doi: 10.5301/ejo.5000912. Epub 2016 Nov 21.,Porta M,Eur J Ophthalmol,2017,2016/12/24,,,10.5301/ejo.5000912
918,19821817,Segmental differences of impaired diastolic relaxation following cardiopulmonary bypass surgery in children: a tissue Doppler study,"Pauliks LB, Undar A, Clark JB, Myers JL.",Artif Organs. 2009 Nov;33(11):904-8. doi: 10.1111/j.1525-1594.2009.00923.x. Epub 2009 Oct 11.,Pauliks LB,Artif Organs,2009,2009/10/14,,,10.1111/j.1525-1594.2009.00923.x
919,37715763,"Parents of Gender Diverse Youth: Support Sought, Received, and Still Needed","Kidd KM, Didden E, Harman H, Sequeira GM, Faeder M, Inwards-Breland DJ, Voss RV, Katz-Wise SL.",J Adolesc Health. 2024 Jun;74(6):1078-1087. doi: 10.1016/j.jadohealth.2023.08.001. Epub 2023 Sep 16.,Kidd KM,J Adolesc Health,2024,2023/09/16,PMC10947309,NIHMS1933278,10.1016/j.jadohealth.2023.08.001
920,33742499,Patch testing in skin of color: A brief report,"Tamazian S, Oboite M, Treat JR.",Pediatr Dermatol. 2021 Jul;38(4):952-953. doi: 10.1111/pde.14578. Epub 2021 Mar 20.,Tamazian S,Pediatr Dermatol,2021,2021/03/20,,,10.1111/pde.14578
921,11919526,A randomized clinical trial comparing oral ondansetron with placebo in children with vomiting from acute gastroenteritis,"Ramsook C, Sahagun-Carreon I, Kozinetz CA, Moro-Sutherland D.",Ann Emerg Med. 2002 Apr;39(4):397-403. doi: 10.1067/mem.2002.122706.,Ramsook C,Ann Emerg Med,2002,2002/03/29,,,10.1067/mem.2002.122706
922,24322889,Echocardiographic measurement methods for left ventricular linear dimensions in children result in predictable variations in results,"Kutty S, Russell D, Li L, Hasan R, Peng Q, Frommelt PC, Danford DA.",Int J Cardiovasc Imaging. 2014 Feb;30(2):305-12. doi: 10.1007/s10554-013-0348-x. Epub 2013 Dec 10.,Kutty S,Int J Cardiovasc Imaging,2014,2013/12/11,,,10.1007/s10554-013-0348-x
923,16100891,Demographics and presenting clinical features of childhood systemic lupus erythematosus,"Faller G, Thomson PD, Kala UK, Hahn D.",S Afr Med J. 2005 Jun;95(6):424-7.,Faller G,S Afr Med J,2005,2005/08/17,,,
924,12635999,Evidence for lack of myocardial injury in children with acute rheumatic carditis,"Williams RV, Minich LL, Shaddy RE, Veasy LG, Tani LY.",Cardiol Young. 2002 Dec;12(6):519-23. doi: 10.1017/s104795110200094x.,Williams RV,Cardiol Young,2002,2003/03/15,,,10.1017/s104795110200094x
925,12597689,Prevalence of gingival stippling in children,"Bimstein E, Peretz B, Holan G.",J Clin Pediatr Dent. 2003 Winter;27(2):163-5. doi: 10.17796/jcpd.27.2.ru38155655945m10.,Bimstein E,J Clin Pediatr Dent,2003,2003/02/25,,,10.17796/jcpd.27.2.ru38155655945m10
926,32516824,B-Flow Sonography vs. Color Doppler Sonography for the Assessment of Vascularity in Pediatric Kidney Transplantation,"Dammann E, Groth M, Schild RS, Lemke A, Oh J, Adam G, Herrmann J.",Rofo. 2021 Jan;193(1):49-60. doi: 10.1055/a-1167-8317. Epub 2020 Jun 9.,Dammann E,Rofo,2021,2020/06/10,,,10.1055/a-1167-8317
927,23212594,Cerebral sinovenous thrombosis in pediatric practice,Hedlund GL.,Pediatr Radiol. 2013 Jan;43(2):173-88. doi: 10.1007/s00247-012-2486-z. Epub 2012 Dec 1.,Hedlund GL,Pediatr Radiol,2013,2012/12/06,,,10.1007/s00247-012-2486-z
928,34117727,Indocyanine green is a sensitive adjunct in the identification and surgical management of local and metastatic hepatoblastoma,"Lake CM, Bondoc AJ, Dasgupta R, Jenkins TM, Towbin AJ, Smith EA, Alonso MH, Geller JI, Tiao GM.",Cancer Med. 2021 Jul;10(13):4322-4343. doi: 10.1002/cam4.3982. Epub 2021 Jun 12.,Lake CM,Cancer Med,2021,2021/06/12,PMC8267136,,10.1002/cam4.3982
929,25261340,Expectancy-induced placebo analgesia in children and the role of magical thinking,"Krummenacher P, Kossowsky J, Schwarz C, Brugger P, Kelley JM, Meyer A, Gaab J.",J Pain. 2014 Dec;15(12):1282-93. doi: 10.1016/j.jpain.2014.09.005. Epub 2014 Sep 23.,Krummenacher P,J Pain,2014,2014/09/28,,,10.1016/j.jpain.2014.09.005
930,28969309,Duration of general anaesthetic exposure in early childhood and long-term language and cognitive ability,"Ing C, Hegarty MK, Perkins JW, Whitehouse AJO, DiMaggio CJ, Sun M, Andrews H, Li G, Sun LS, von Ungern-Sternberg BS.",Br J Anaesth. 2017 Sep 1;119(3):532-540. doi: 10.1093/bja/aew413.,Ing C,Br J Anaesth,2017,2017/10/04,PMC5901742,NIHMS955372,10.1093/bja/aew413
931,15214902,Histopathological parameters determining lesion colours in the naevus of Ota: a morphometric study using computer-assisted image analysis,"Rho NK, Kim WS, Lee DY, Yang JM, Lee ES, Lee JH.",Br J Dermatol. 2004 Jun;150(6):1148-53. doi: 10.1111/j.1365-2133.2004.05902.x.,Rho NK,Br J Dermatol,2004,2004/06/25,,,10.1111/j.1365-2133.2004.05902.x
932,31792610,Forensic pathological study on temporal appearance of dendritic cells in skin wounds,"Kuninaka Y, Ishida Y, Nosaka M, Shimada E, Kimura A, Ozaki M, Hata S, Michiue T, Yamamoto H, Furukawa F, Eisenmenger W, Kondo T.",Int J Legal Med. 2020 Mar;134(2):597-601. doi: 10.1007/s00414-019-02185-z. Epub 2019 Dec 2.,Kuninaka Y,Int J Legal Med,2020,2019/12/04,,,10.1007/s00414-019-02185-z
933,37577942,"Development of an Equity, Diversity, and Inclusion Committee for a collaborative quality improvement network: Pediatric Cardiac Critical Care Consortium (PC(4)) Equity, Diversity and Inclusion (EDI) Committee: white paper 2023","Tjoeng YL, Werho DK, Algaze C, Nawathe P, Benjamin S, Schumacher KR, Chan T.",Cardiol Young. 2024 Mar;34(3):563-569. doi: 10.1017/S1047951123002950. Epub 2023 Aug 14.,Tjoeng YL,Cardiol Young,2024,2023/08/14,,,10.1017/S1047951123002950
934,37721464,Nutrition association with skin integrity and pressure injury in critically ill pediatric patients,"Irving SY, Berry KG, Morgan S, Seiple SM, Nagle ML, Stetzer M, Tabatabaei N, Murphy S, Srinivasan V, Mascarenhas M.",Nutr Clin Pract. 2023 Oct;38 Suppl 2:S125-S138. doi: 10.1002/ncp.11063.,Irving SY,Nutr Clin Pract,2023,2023/09/18,,,10.1002/ncp.11063
935,12164564,Doppler sonographic findings in children with idiopathic portal vein cavernous deformity and variceal hemorrhage,Barakat M.,J Ultrasound Med. 2002 Aug;21(8):825-30. doi: 10.7863/jum.2002.21.8.825.,Barakat M,J Ultrasound Med,2002,2002/08/08,,,10.7863/jum.2002.21.8.825
936,35373956,Orchio-Septopexy: A new technique to cover and fix detorsed testis undergoing fasciotomy of tunica albuginea,"Elifranji M, Abbas T, Leslie B, Vallasciani S, El Kadhi A, Pippi-Salle JL.",Int Braz J Urol. 2022 Jul-Aug;48(4):706-711. doi: 10.1590/S1677-5538.IBJU.2022.0128.,Elifranji M,Int Braz J Urol,2022,2022/04/04,PMC9306361,,10.1590/S1677-5538.IBJU.2022.0128
937,20637000,Skin color analysis using a spectrophotometer in Asians,"Yun IS, Lee WJ, Rah DK, Kim YO, Park BY.",Skin Res Technol. 2010 Aug;16(3):311-5. doi: 10.1111/j.1600-0846.2010.00434.x.,Yun IS,Skin Res Technol,2010,2010/07/20,,,10.1111/j.1600-0846.2010.00434.x
938,17012631,Advances in the diagnosis and management of chronic pulmonary aspiration in children,"Boesch RP, Daines C, Willging JP, Kaul A, Cohen AP, Wood RE, Amin RS.",Eur Respir J. 2006 Oct;28(4):847-61. doi: 10.1183/09031936.06.00138305.,Boesch RP,Eur Respir J,2006,2006/10/03,,,10.1183/09031936.06.00138305
939,34247380,"[Phenotypic and genetic analysis of acute megakaryoblastic leukemia in young children with WT1, MLL-PTD and EVI1 genes]","Zhao L, Chen X, Li M, Deng H.",Zhonghua Yi Xue Yi Chuan Xue Za Zhi. 2021 Jul 10;38(7):690-693. doi: 10.3760/cma.j.cn511374-20200826-00625.,Zhao L,Zhonghua Yi Xue Yi Chuan Xue Za Zhi,2021,2021/07/11,,,10.3760/cma.j.cn511374-20200826-00625
940,17713432,Living donor liver transplantation in children with congenital heart disease,"Concejero A, Chen CL, Liang CD, Wang CC, Wang SH, Lin CC, Liu YW, Yong CC, Yang CH, Lin TS, Jawan B, Huang TL, Cheng YF, Eng HL.",Transplantation. 2007 Aug 27;84(4):484-9. doi: 10.1097/01.tp.0000277599.25079.94.,Concejero A,Transplantation,2007,2007/08/24,,,10.1097/01.tp.0000277599.25079.94
941,9651416,"A retrospective review of pediatric patients with epididymitis, testicular torsion, and torsion of testicular appendages","Kadish HA, Bolte RG.",Pediatrics. 1998 Jul;102(1 Pt 1):73-6. doi: 10.1542/peds.102.1.73.,Kadish HA,Pediatrics,1998,1998/07/04,,,10.1542/peds.102.1.73
942,39101721,Diagnostic Accuracy of Ureteric Jet Angle Measurement Using Color Doppler Ultrasonography in Children With Vesico-Ureteric Reflux: A Systematic Review,"Gemmell C, Edwards C, Reddan T.",J Ultrasound Med. 2024 Nov;43(11):2015-2025. doi: 10.1002/jum.16543. Epub 2024 Aug 5.,Gemmell C,J Ultrasound Med,2024,2024/08/05,,,10.1002/jum.16543
943,37967670,"The epidemiology of acne vulgaris in a multiethnic adolescent population from Rotterdam, the Netherlands: A cross-sectional study","Witkam WCAM, Dal Belo SE, Pourhamidi S, Raynaud E, Moreau M, Aguilar L, Jansen PW, Nijsten TEC, Pardo LM.",J Am Acad Dermatol. 2024 Mar;90(3):552-560. doi: 10.1016/j.jaad.2023.10.062. Epub 2023 Nov 14.,Witkam WCAM,J Am Acad Dermatol,2024,2023/11/15,,,10.1016/j.jaad.2023.10.062
944,12675959,Impact evaluation of efforts to eliminate iodine deficiency disorders in Nigeria,"Egbuta J, Onyezili F, Vanormelingen K.",Public Health Nutr. 2003 Apr;6(2):169-73. doi: 10.1079/PHN2002413.,Egbuta J,Public Health Nutr,2003,2003/04/05,,,10.1079/PHN2002413
945,36599745,"""The curriculum brings equity to the forefront"": Pediatric residents' perspectives and experiences in a longitudinal EDI curriculum","Gilliam CA, Grow HM, Homer P, Mullett TA, Willgerodt M, Kunze-Garcia S, McPhillips H, Rooholamini SN.",J Natl Med Assoc. 2023 Feb;115(1):3-14. doi: 10.1016/j.jnma.2022.12.009. Epub 2023 Jan 2.,Gilliam CA,J Natl Med Assoc,2023,2023/01/04,,,10.1016/j.jnma.2022.12.009
946,36482056,"Diversity, Equity, and Inclusion within Pediatric Adherence Science","Williford DN, Sweenie R, Ramsey RR, McGrady ME, Crosby LE, Modi AC.",J Clin Psychol Med Settings. 2023 Jun;30(2):330-341. doi: 10.1007/s10880-022-09922-4. Epub 2022 Dec 8.,Williford DN,J Clin Psychol Med Settings,2023,2022/12/09,PMC9734315,,10.1007/s10880-022-09922-4
947,34551657,Cosmetics and Personal Care Products-Related Ocular Exposures Reported to United States Poison Control Centers,"Kamboj A, Spiller HA, Funk AR, Badeti J, Smith GA.",Ophthalmic Epidemiol. 2022 Oct;29(5):573-581. doi: 10.1080/09286586.2021.1980590. Epub 2021 Sep 22.,Kamboj A,Ophthalmic Epidemiol,2022,2021/09/23,,,10.1080/09286586.2021.1980590
948,22967157,Simulation in pediatric anesthesiology,"Fehr JJ, Honkanen A, Murray DJ.",Paediatr Anaesth. 2012 Oct;22(10):988-94. doi: 10.1111/pan.12001.,Fehr JJ,Paediatr Anaesth,2012,2012/09/13,,,10.1111/pan.12001
949,27042837,Multi-color immune-phenotyping of CD34 subsets reveals unexpected differences between various stem cell sources,"Dmytrus J, Matthes-Martin S, Pichler H, Worel N, Geyeregger R, Frank N, Frech C, Fritsch G.",Bone Marrow Transplant. 2016 Aug;51(8):1093-100. doi: 10.1038/bmt.2016.88. Epub 2016 Apr 4.,Dmytrus J,Bone Marrow Transplant,2016,2016/04/05,,,10.1038/bmt.2016.88
950,32406115,Visualizing the invisible: class excursions to ignite children's enthusiasm for microbes,"McGenity TJ, Gessesse A, Hallsworth JE, Garcia Cela E, Verheecke-Vaessen C, Wang F, Chavarría M, Haggblom MM, Molin S, Danchin A, Smid EJ, Lood C, Cockell CS, Whitby C, Liu SJ, Keller NP, Stein LY, Bordenstein SR, Lal R, Nunes OC, Gram L, Singh BK, Webster NS, Morris C, Sivinski S, Bindschedler S, Junier P, Antunes A, Baxter BK, Scavone P, Timmis K.",Microb Biotechnol. 2020 Jul;13(4):844-887. doi: 10.1111/1751-7915.13576. Epub 2020 May 14.,McGenity TJ,Microb Biotechnol,2020,2020/05/15,PMC7264897,,10.1111/1751-7915.13576
